CASE,WORK,SENT-ADDR,TOK-ADDR,LEM,TYPEA,TYPEB,SENTLEN,WORKLEN
4,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|81,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|81|10,cum,temporal,hypo,41,4393
5,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|81,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|81|8,curro,main,main,41,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|82,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|82|5,cogo,main,main,13,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|83,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|83|5,miror,main,main,13,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|84,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|84|4,possum,main,main,6,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|85,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|85|1,nescio,main,main,5,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|86,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|86|15,sum,main,main,14,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|87,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,14,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|87,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|87|4,possum,main,main,14,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|88,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|88|5,cogo,main,main,12,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|89,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|89|8,desino,main,main,8,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|90,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|90|5,venio,main,main,5,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|91,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|91|24,ultra,mixed,para,25,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|91,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|91|3,nunc,temporal,para,25,4393
3,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|91,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|91|5,vereor,main,main,25,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|92,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|92|4,remoror,main,main,12,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|92,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|92|15,remoror,main,main,12,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|93,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|93|4,arguto,main,main,12,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|93,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|93|9,queror,main,main,12,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|94,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|94|5,possum,main,main,7,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|95,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|95|2,pereo,main,main,7,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|96,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|96|3,sum,main,main,37,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|97,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|97|4,conor,main,main,12,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|97,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|97|12,refero,main,main,12,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|98,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|98|5,umquam,temporal,para,13,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|98,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|98|9,semper,temporal,para,13,4393
3,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|98,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|98|6,cesso,main,main,13,4393
4,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|98,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|98|13,sum,main,main,13,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|99,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|99|4,umquam,temporal,para,14,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|99,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|99|9,affero,main,main,14,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|100,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|100|5,semper,temporal,para,12,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|100,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|100|2,sino,main,main,12,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|101,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|101|3,pereo,main,main,13,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|102,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|102|3,sum,main,main,8,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|102,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|102|7,nascor,main,main,8,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|103,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|103|6,volo,main,main,6,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|104,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|104|24,eo,main,main,27,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|104,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|104|29,sum,main,main,27,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|105,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|105|16,sum,main,main,15,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|106,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|106|1,dum,temporal,para,36,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|106,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,dum,temporal,hypo,36,4393
3,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|106,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|106|36,ut,temporal,hypo,36,4393
4,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|106,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|106|40,agito,main,main,36,4393
5,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|106,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|106|46,quaero,main,main,36,4393
6,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|106,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|106|18,sum,parenth,main,36,4393
7,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|106,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|106|26,sum,parenth,main,36,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|107,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|107|7,cogo,main,main,12,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|108,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|108|12,hinc,mixed,para,15,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|108,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|108|3,contero,main,main,15,4393
3,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|108,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|108|10,sum,main,main,15,4393
4,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|108,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|108|13,cupio,main,main,15,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|109,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|109|2,laudo,main,main,12,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|110,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|110|5,hic,spatial,para,13,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|110,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|110|2,lego,main,main,13,4393
3,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|110,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|110|10,prosum,main,main,13,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|111,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|111|27,fleo,main,main,27,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|111,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|111|12,nolo,parenth,main,27,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|112,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|112|3,cupio,main,main,12,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|112,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|112|10,subicio,main,main,12,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|113,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|113|9,tunc,temporal,para,12,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|113,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|113|5,miror,main,main,12,4393
3,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|113,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|113|12,praefero,main,main,12,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|114,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|114|2,possum,main,main,11,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|114,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|114|13,jaceo,directsp,main,11,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|115,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|115|2,caveo,main,main,7,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|116,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|116|2,venio,main,main,6,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|117,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|117|3,igitur,causal,para,9,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|117,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|117|10,moror,main,main,9,4393
3,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|117,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|117|12,sum,main,main,9,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|118,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|118|3,sum,main,main,6,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|119,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|119|10,video,main,main,15,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|120,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|120|4,possum,main,main,14,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|120,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|120|15,possum,main,main,14,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|121,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|121|9,possum,main,main,12,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|121,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|121|17,possum,main,main,12,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|122,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|122|4,duplico,main,main,24,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|122,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|122|9,sum,main,main,24,4393
3,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|122,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|122|18,solvo,main,main,24,4393
4,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|122,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|122|25,elevo,main,main,24,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|123,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,25,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|123,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|123|9,cum,temporal,hypo,25,4393
3,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|123,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|123|4,video,main,main,25,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|124,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|124|11,sum,main,main,23,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|125,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|125|5,possum,main,main,15,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|125,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|125|18,queror,main,main,15,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|126,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|126|3,deficio,main,main,13,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|126,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|126|8,dico,directsp,main,13,4393
3,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|126,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|126|12,claudo,directsp,main,13,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|127,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|127|2,dico,main,main,14,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|127,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|127|15,sum,directsp,main,14,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|128,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|128|1,hic,spatial,para,2,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|128,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|128|2,sum,main,main,2,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|129,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|129|1,hic,spatial,para,3,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|129,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|129|3,maneo,main,main,3,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|130,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|130|1,rumpo,main,main,2,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|131,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|131|1,vinco,main,main,1,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|132,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|132|3,fero,main,main,5,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|133,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|133|2,licet,main,main,6,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|134,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|134|1,desisto,main,main,6,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|135,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|135|9,dico,main,main,15,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|135,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|135|16,nego,main,main,15,4393
3,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|135,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|135|18,sum,main,main,15,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|136,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|136|10,malo,main,main,25,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|137,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|137|13,fugio,main,main,13,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|138,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|138|12,possum,main,main,13,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|139,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|139|2,igitur,causal,para,11,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|139,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|139|1,sum,main,main,11,4393
3,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|139,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|139|15,sum,main,main,11,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|140,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|140|4,sum,main,main,4,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|141,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|141|1,nunc,temporal,para,7,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|141,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|141|4,licet,main,main,7,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|142,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|142|9,sum,main,main,8,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|143,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|143|5,subduco,main,main,6,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|144,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|144|3,nosco,main,main,5,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|145,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|145|11,perpetuus,temporal,para,11,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|145,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|145|1,dico,main,main,11,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|146,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|146|12,nunc,temporal,para,15,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|146,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|146|2,jaceo,main,main,15,4393
3,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|146,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|146|5,venio,main,main,15,4393
4,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|146,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|146|14,impero,main,main,15,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|147,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|147|4,vinco,main,main,13,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|148,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|148|6,facio,main,main,7,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|149,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|149|4,dico,main,main,6,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|150,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|150|3,nunc,temporal,para,13,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|150,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|150|5,prosum,main,main,13,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|151,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|151|4,valeo,main,main,7,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|152,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|152|4,quaero,main,main,5,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|153,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|153|1,eo,main,main,14,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|153,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|153|6,compono,main,main,14,4393
3,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|153,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|153|10,cano,main,main,14,4393
4,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|153,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|153|2,quaeso,parenth,main,14,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|154,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|154|9,sum,main,main,7,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|155,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|155|1,nunc,temporal,para,7,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|155,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|155|6,quaero,main,main,7,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|156,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|156|1,necdum,temporal,para,7,4393
2,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|156,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|156|3,palleo,main,main,7,4393
3,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|156,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|156|7,tango,main,main,7,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|157,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|157|2,sum,main,main,6,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|158,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|158|4,cupio,main,main,24,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|159,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|159|6,praebeo,main,main,13,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|160,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|160|3,decipio,main,main,8,4393
1,Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|161,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|161|3,subeo,main,main,21,4393
